input,target
Neden bir şey söylemiyorsun?,Neden sohbete katılmıyorsun?
Hiç böyle garip bir alışkanlık duydunuz mu?,Sen hiç bunun kadar tuhaf bir gelenek duydun mu?
Niçin onları giyiyorsunuz?,Niçin onları giyiyorsun?
Sen Çin mutfağını sevmiyor musun?,Çin mutfağını sever misin?
Ve oğlunuz araba sürüyor mu?,Ve oğlunuz sürücü mü?
Ne zaman çıkacaksın?,Ne zaman gidiyorsun?
Ne zaman başlarız?,"O, ne zaman geri geliyor?"
Bu Tom'un mu?,Bu senin mi?
Uyanık mısın?,Hâlâ uykun yok mu?
Tom deli mi oldu?,Tom çılgın mı?
Radyo Tatoeba'nın Boston'daki frekansı kaç?,"Radyo Tatoeba, Boston'da hangi frekanstan yayın yapıyor?"
Onun ağabeyini tanıyor musun?,Onun erkek kardeşini biliyor musunuz?
Tom ne giyiyor?,Tom ne iş yapar?
O esnada neredeydi?,O sırada neredeydi?
Kredi kartı ile ödeyebilir miyim?,Kredi kartı kullanabilir miyim?
Yürüyüşe gitmek ister misin?,Yürüyüşe çıkmak ister misiniz?
Ne zaman gelirsin?,Saat kaçta geliyorsunuz?
Bugün günlerden hangisi?,Bugün ayın kaçı?
Filmden hoşlandınız mı?,Film iyi miydi?
Yeni mantomu nasıl buldun?,Yeni ceketim hakkında ne düşünüyorsun?
Bir fincan kahve ister misiniz?,Bir fincan kahve alabilir miyim?
Neden ofisin ortasında oturuyorsun?,Niçin masanın altındasın?
Bir erkek oyuncu gibi görünüyor muyum?,Bir erkek oyuncuya benziyor muyum?
Benim tarağım nerede?,Tarağım nerede?
Biz ne zaman başlarız?,Ne zaman gidelim?
Henüz tabakları yıkamadın mı?,Henüz bulaşıkları yıkamadın mı?
Kardeşin harada?,Erkek kardeşlerin nerede?
Bir şey unutmadın mı?,Bir şey unutmuyor musun?
O işaret ne diyor?,Bu hiyeroglifte ne diyor?
Henüz bir karara vardın mı?,Karar verdin mi?
Eve ne zaman dönüyorsun?,Eve ne zaman gideceksin?
Kahve içmekten keyif alıyor musun?,Kahve içer misiniz?
Soyadını nasıl hecelersin?,Soyadını nasıl yazarsın?
Ne sebeple İngilizce öğreniyorsun?,Neden İngilizce öğreniyorsunuz?
Kim onu Tom'a yaptırdı?,Tom'u onu yapması için kim zorladı?
O ne tür bir saçmalık?,Bu saçmalık nedir?
Uykun var mı?,Yoruldunuz mu?
"Tom oldukça girişken, değil mi?","Tom oldukça sosyal, değil mi?"
Saat kaçta kalktın?,Bu sabah ne zaman kalktın?
Ne kadardır yoktun?,Ne kadar zamandır yoktunuz?
Para istiyor musunuz?,Paraya ihtiyacınız var mı?
Tom neye cevap verdi?,Tom'dan bir cevap aldın mı?
Ne kadar süre uyudum?,Ne kadar süredir uyuyorum?
Ne zaman başlar?,Ne zaman ulaşırsın?
Ne zaman ayrılacağız?,Ne zaman gideceğiz?
Hayaletlere inanır mısın?,Ruhlara inanıyor musun?
"Merhaba John, nasıl gidiyor?",Merhaba John! Nasılsın?
Bizi yalnız bırakır mısınız?,Bizi yalnız bırakabilir misin?
Ne kadar süredir Boston'daydın?,Ne zamandır Boston'dasın?
Hangisini en çok seviyorsunuz?,Hangisini tercih edersiniz?
Sorumlu kişi kim?,Kimin sözü geçiyor?
Çocuklarınız bisikletlerini kullanırken her zaman kask takıyorlar mı?,Çocuklarınız bisikletlerini sürerken daima kask takıyor mu?
Kiminle yaşıyorsunuz?,Kimle yaşıyorsun?
Tom'u nasıl buluruz?,Tom'u nasıl bulacağız?
Bunu denememin bir sakıncası var mı?,Bunu deneyebilir miyim?
Kişisel eşyalarımı otobüste bırakabilir miyim?,Bagajımı buraya olduğu yere bırakabilir miyim ve dışarı çıkabilir miyim?
Bu söylediğim bir şey mi?,Onu söyleyen ben miydim?
Bir fincan daha çay içmek ister misiniz?,Bir fincan çay ister misiniz?
Tom ağlamadı mı?,Tom ağlamamış mı?
Bu ne sokağı?,Bu sokağın adı ne?
Ne kadar zamandır gebesin?,Kaç aylık hamilesin?
Ne zaman gidiyoruz?,Saat kaçta çıkıyoruz?
Neden bana bunu diyorsun?,Bunu bana niçin söylüyorsun?
Kart oynamak ister misin?,İskambil oynamaya ne dersin?
Niçin onu yapmadın?,Nasıl oldu da onu yapmadın?
Durum bu mu yani?,Gerçekten böyle mi?
"O, eve ne zaman dönecek?",Biz ne zaman başlarız?
Buraya ne yazmalıyım?,Buraya ne yazmam gerekiyor?
Kitabı kim yazdı?,Bu kimin ders kitabı?
Bu koltuk boş mu?,Bu yer hâlâ boş mu?
"Ev ödevini bitirdin, değil mi?",Ev ödevini hâlâ bitirmedin mi?
O rahatsız edici değil mi?,O sıkıcı değil mi?
O bize ne kadara mal olacak?,Bunun bize maliyeti ne kadar olacak?
Bu size tuhaf görünmüyor muydu?,Acayip kaçmadı mı?
Onlara yardım edecek misin?,Onlara yardım etmeyi planlıyor musunuz?
Nereden başlıyoruz?,Neyle başlayayım?
Neden okula gitmedin?,Neden okula gitmediniz?
En sevdiğin TV programı nedir?,Favori TV programın nedir?
Ne zaman ayrılacaksın?,Saat kaçta geliyorsunuz?
Sen ölü müsün?,O ölmüş mü?
Bir mola vermeye ne dersin?,Paydos etmeye ne dersin?
Benim fotoğraf makinemi mi kullandın?,Benim fotoğraf makinemi kullandın mı?
İspanyolca konuşabilir misiniz?,İspanyolca konuşur musunuz?
Neyle başlayayım?,Nerede aramaya başlayacağız?
Burada bir İngiliz konuşmacı var mı?,Burada İngilizce konuşan biri var mıdır?
Ne zaman yola çıkacağız?,Ne zaman gideceksin?
Se ne zaman gidiyorsun?,Nereden başlarız?
Bunu bana niçin söylüyorsun?,Neden bana bunu diyorsun?
Bu koltuğu benim için tutar mısın?,Bu koltuğu benim için ayırır mısın?
Biraz aşırı tepki gösterdiğini düşünmüyor musun?,Biraz aşırı tepki verdiğini düşünmüyor musun?
Bunu yapması için Tom'u nasıl ikna ettiniz?,Tom'u onu yapmaya nasıl ikna ettin?
"Telefonunuzu kullanabilir miyim, lütfen?",Telefonunu ödünç almamın bir sakıncası var mı?
En son ne zaman Tom'la konuştun?,Tom'la en son ne zaman konuştun?
Kayıp mı oldunuz?,Kayıp mısın?
Onunla cinsel ilişkiye girdin mi?,Onu becerdin mi?
Eve ne zaman gideceksin?,Ben nereye başlarım?
Ne zaman gidiyorsun?,Biz ne zaman yola çıkarız?
Sorumlu kim?,Sorumlu kişi kim?
Bunu yapmak üzere misin?,Bunu yapmak için hazır mısın?
Tok musun?,Karnın doydu mu?
Saat kaçta eve gidersin?,Ne zaman başlatırız?
Niye hâlâ buradasınız?,Neden hâlâ buradasınız?
Bunu daha açık bir şekilde açıklayabilir misiniz?,Bunu daha iyi açıklayabilir misin?
"Bunun hakkında emin misin, Tom?","Emin misin, Tom?"
"Zaten kahvaltı ettiniz, değil mi?",Zaten bir yemek yedin mi yoksa yemedin mi?
Herhangi bir kimliğiniz var mı?,Pasaportun var mı?
Bugün ne yapıyorsunuz?,Bugün ne yapmak istiyorsun?
Bana resimlerinden birini ne zaman göndereceksin?,Ne zaman bana resimlerinden birini göndereceksin?
Burada yeni misin?,Bu yeni mi?
Bir göz atmak ister misiniz?,O bunu görmek ister mi?
Genellikle saat kaçta eve dönersin?,Ne zaman eve gideceksin?
Sen yüzebilir misin?,Yüzmek zorunda mıyım?
Sen onu yapmasını bilir misin?,Sen onun nasıl çalıştığını bilir misin?
Bana sadece bir an izin verir misin?,Bana biraz izin verir misiniz?
Birbirinizi nasıl tanıdınız?,Siz arkadaşlar nerede tanıştınız?
Tom'un yanıtı neydi?,Tom ne diyor?
Ameliyata ihtiyacım var mı?,Ameliyat olmam gerekiyor mu?
Niçin onları durdurmadınız?,Neden onları durdurmadınız?
Tom'un gitmesinden bu yana ne kadar zaman oldu?,Tom ne kadar süre önce gitti?
Ders çalışmaktan keyif alıyor musun?,Ders çalışmaktan hoşlanır mısın?
Radyoyu açmam sizi rahatsız eder mi?,Radyoyu açabilir miyim?
Ne zaman gideceksin?,Saat kaçta gidiyoruz?
Oraya kiminle gittin?,Oraya kiminle gittiniz?
İngilizce öğrenmek ister misin?,İngilizce öğrenecek misin?
Tom henüz eve gelmedi mi?,Tom daha varmadı mı?
Ne tür kitap aldın?,Hangi kitabı aldınız?
Beni güzel buluyor musun?,Sizce ben yakışıklımıyım?
Duş nerede?,Duşlar nerede?
Kimliğin var mı?,Onun bir pasaportu var mı?
Okula her gün yürür müsün?,Okula her gün yayan mı gelirsin?
Onun mümkün olduğunu mu sanıyorsun?,Bunun mümkün olduğunu düşünüyor musun?
Ne zaman Boston'daydın?,Boston'u ne zaman ziyaret ettin?
Kimin evi sizinkinin karşısındadır?,Kimin evi seninkinin karşısında?
Yeni işini seviyor mu?,Yeni işinden memnun musun?
O güvenilebilir mi?,O güvenilir mi?
Ağlıyor musunuz?,Ağlıyor musun?
Bir kahve ister misin?,Bir fincan çay içmek ister misin?
Sigara kullanıyor musun?,Sigara içmiyor musun?
Sigara içmemin sizce bir sakıncası var mı?,Burada sigara içilebiliyor mu?
Ne zaman yola çıkacağız?,"O, ne zaman dönecek?"
Yumurtanı nasıl istersin?,Yumurtalarını nasıl istiyorsun?
Onlar hakkında sevdiğin nedir?,Onlar hakkında ne seviyorsun?
Urumçi'den misin?,Urumçili misiniz?
Kaç çocuğunuz var?,Kaç tane çocuğun var?
Neden buna ihtiyacın var?,Onu neden yapmak istiyorsun?
Burada ne kadar beklemeliyiz?,Burada ne kadar kalmalıyız?
Baba mutfakta mı?,Babam mutfakta mı?
Ne zaman ayrılacaksın?,Ne zaman geri dönmesi bekleniliyor?
Kahve içer misiniz?,"O, kahve mi içiyor?"
"Peki, ne demem gerekiyordu?",Ne söylemem gerekiyordu?
Nerede olabilirler?,Onlar nerede olabilir?
Daha sonra nereye gideceğiz?,Daha sonra nereye gidiyoruz?
Onunla randevun nasıl gitti?,Onunla randevun nasıldı?
Müzik sever misin?,Müzik seviyor musunuz?
Buraya mı?,Yukarıda mısın?
Tom kim?,Tom'un problemi ne?
Ne zaman gideceksin?,Biz ne zaman yola çıkarız?
Sende Tom'un resmi var mı?,Sende Tom'un fotoğrafı var mı?
Neden bunu yapmayacaksın?,Neden sadece onu yapmıyorsun?
Bu ne eğlenceli?,Seni güldüren nedir?
Acil çıkış kapısı nerede?,Acil çıkışı nerede?
Ne kadar süre beklemek zorundayım?,Ne kadar süre beklemeliyim?
Ne zaman bitecek?,Ne zaman biter?
Fiyatı biraz indiremez misin?,Fiyatı biraz düşürür müsün?
O fikri nasıl aldın?,Bu sonuca nasıl vardın?
"Daha yavaş konuşabilir misin, lütfen?",Biraz daha yavaş konuşur musun?
İçeri girmek ister misiniz?,İçeri girmeyecek misin?
Onlar indirimde mi?,Onlar ucuzlukta mı?
Sözlüğünüzü kullanabilir miyim?,Lütfen sözlüğünü bana ödünç verir misin?
Cebinde neyin var?,Çantanızda ne var?
Sen önceden öğle yemeği yedin mi?,Kahvaltı yapmış mıydın?
Bunu zaten anlatmış mıydım size?,Bunu zaten sana söyledim mi?
Bunu neden bana yaptırıyorsun?,Beni neden bunu yapmaya zorluyorsun?
Sen önceden öğle yemeği yedin mi?,Kahvaltı yaptın mı?
Siz kız kardeş misiniz?,O korktuğun şey mi?
Yapmak istediklerini halledebildin mi?,Yapmak istediğin her şeyi yapabildin mi?
O bir bisiklete sahip mi?,Bisikletiniz var mı?
Saat kaçta yola çıkıyorsun?,Bu ne zaman varacak?
Tom ne yapmalı?,Tom'un ne yapması gerekiyor?
"Tom oldukça saldırgan, değil mi?","Tom oldukça agresif, değil mi?"
Ne sebeple ağladın?,Neden ağlıyorsun?
Saat kaçta ayrılacaksın?,Hangi gün izinlisin?
Evde miydiler?,Evde miydiniz?
Neden Tom'la ayrıldın?,Neden Tom ile ilişkiyi bitirdin?
Bir bardak daha çay alır mısın?,Bir fincan kahve içer misiniz?
"Oynamak için dışarı çıkabilir miyim, baba?","Baba, dışarı gidip oynayabilir miyim?"
Bulmacayı çözebilir misin?,Bu bilmeceyi cevaplayabilir misin?
Burada yeni misin?,Buraya ilk defa mı geliyorsunuz?
Kahve ister misin?,Bir fincan kahve içmek ister misiniz?
Bugün ne yapmalıyız?,Bugün ne yapıyorsun?
Senin dün buraya gelmeni ne engelledi?,Niçin dün gelmedi?
Onu komik mi buluyorsun?,Bunun eğlenceli olduğunu düşünüyor musun?
Hangi dergilere abonesiniz?,Hangi dergilere abonesin?
Bu işaret ne anlama geliyor?,O işaret ne anlama gelir?
Tom'la tanıştın mı?,Şans eseri olarak Tom'u tanıyor musun?
Onun saçı ne renk?,Saçın ne renk?
Sen beni kapı dışarı mı ediyorsun?,Siz beni kapı dışarı mı ediyorsunuz?
Bana mı gülüyorlar?,Bana gülüyorlar mı?
Dileğin gerçek oldu mu?,Dileğiniz gerçekleşti mi?
Uzaylı mısın?,Yabancı uyruklu musun?
Neyle başlayayım?,Ne zaman geri geliyorsun?
Bunu niye yapayım ki?,Neden onu yapmam gerekiyor?
Senin fincanın hangisi?,Hangisi senin çantan?
O kimin hatası?,Kim hatalı?
Bu kitap kimin?,Bu kitabı kim yazdı?
Onun bir ailesi var mı?,Bir ailen var mı?
Görüşme nasıl gitti?,İş görüşmesinde nasıl gitti?
Tom'la nasıl tanıştınız?,Tom'u nereden tanıyorsunuz?
Şimdi mi geldin?,Henüz vardınız mı?
Yakında bir telefon var mı?,Nerede bir telefon var?
"Tom iyi görünüyor, değil mi?","Tom vicdanlı, değil mi?"
O zaten orada mı?,"O, henüz geldimi?"
Onu ne zaman yapmalıyız?,Onu ne zaman yapmanız gerekiyor?
Odanın fiyatı nedir?,Oda fiyatı kaç para?
O neye benziyordu?,Her şey nasıl gitti?
Favori kitap türün nedir?,Ne tür kitaplardan hoşlanırsınız?
Neden bunu bana soruyorsun?,Bana onu neden soruyorsun?
Onu yapan kişi siz misiniz?,Bunu sen mi yaptın?
Buna ne için ihtiyacın var?,Neden buna ihtiyacın var?
Kim başardı?,Kim başarılı oldu?
Eve ne zaman döneceksin?,Ne zaman başlatırız?
Mary'le mi mesajlaşıyorsun?,Mary'e mi mesaj yazıyorsun?
Kedine kim bakacak o zaman?,O zaman kedinize kim bakacak?
Henüz ev ödevini yapmayı bitirdin mi?,"Ev ödevini bitirdin, değil mi?"
"Affedersiniz, bunların maliyeti nedir?","Affedersiniz, bunun maliyeti nedir?"
"O, ne zaman dönecek?",Biz nerede başlayacağız?
Biraz profiterol satın aldım. Bir tane ister misin?,Gittim ve biraz kremalı pasta aldım. Biraz ister misin?
Sence Tom gerçekten de Mary'den hoşlanıyor mu?,Tom'un gerçekten de Mary'den hoşlandığını düşünüyor musun?
Ona bir mektup yazmadın mı?,Ona bir mektup yazdın mı?
Ne zaman gidelim?,Ne zaman başlar?
Hangi yoldan gideceğiz?,Nereye gitmeliyiz?
Hangisini seçecekler?,Onlar kimi seçecekler?
Burada mı?,Orada mısın?
Ne kadar ödemek zorundayım?,Ne kadar ödemeliyim?
"Tom, sen misin?",Sen Tom musun?
Bitişik odada bir ses duydun mu?,Yan odadaki sesi duymadın mı?
Gitme zamanı mı?,Ayrılma zamanı mı?
"Hangisini daha çok seversin, et mi yoksa balık mı?",Et mi yoksa balık mı tercih ediyorsunuz?
Bir enstrüman çalıyor musun?,Herhangi bir müzik aleti çalabiliyor musun?
Hareket saati nedir?,Nerede aramaya başlayacağız?
Esas branşın nedir?,Neyde iyisin?
Onu benim yaptığımı mı düşünüyorsun?,Sence onu ben mi yaptım?
Neden o beni sevmiyor?,O neden beni sevmiyor?
Bunu kullanabilir miyim?,Şunu kullanmamda bir sakınca var mı?
İçiyor musun?,Şarap içer misin?
Saatiniz şimdi saatin kaç olduğunu söylüyor?,Sizin saatinize göre şimdi saat kaç?
Bulaşıkları kim yıkıyor?,Bulaşığı kim yıkayacak?
Amacın neydi?,Hedefin neydi?
O Fransız mı?,Bu Fransız mı?
O sınavı geçti mi?,O testi geçti mi?
Hangi gezegende yaşıyorsun?,Hangi gezegendensin?
Bir pasaportun var mı?,Pasaportun var mı?
Ne zaman gidiyoruz?,Eve ne zaman dönüyorsun?
Paraya ihtiyacınız var mı?,İstediğin para bu mu?
Senin saatinde saat kaç?,Saatin kaçı gösteriyor?
Burada tek kişi misin?,Burada tek başına mısın?
Buraya çok gelir misin?,Buraya sık sık gelir misiniz?
Konuştuğunuz dil ne?,Ana dilin nedir?
Kilo kaybettiğimi düşünüyor musun?,Sence kilo verdim mi?
Bütün ihtiyaç duyduklarımı bana sağlayabilir misin?,İhtiyacım olan her şeyi bana sağlayabilir misin?
Hiç oraya gittin mi?,Daha önce burada mıydın?
Ne zaman varırsın?,Ne zaman geri dönmesi bekleniliyor?
Onun ne zaman geri dönmesini umuyorsun?,Onun hangi saatte döneceğini düşünüyorsun?
Başka ne yapman gerekiyor?,Başka ne yapmalısın?
O senin yeni kız arkadaşın mı?,O senin yeni arkadaşın mı?
Bir elma kaç paradır?,"Kaç tane elma, o zaman?"
Favori TV programın nedir?,TV programlarından hangisini en çok seviyorsun?
Hâlâ ayakta mısın?,Uyudunuz mu?
Bir sır tutabilir misin?,Sözünü tutacak mısın?
Beni tren istasyonuna yönlendirir misin?,Bana istasyona giden yolu söyler misiniz?
Soyadını nasıl hecelersin?,Aile adın nasıl yazılır?
Dün haftanın hangi günüydü?,Dün günlerden neydi?
O kedi gri mi?,O kedi boz mu?
Saat kaçta eve gidersin?,Saat kaçta ayrılacaksın?
İsviçre'de hangi dili konuşuyorlar?,İsviçre'de hangi dil konuşulur?
Siz arkadaşlar bir sık saklayabilir misiniz?,Sır saklayabilir misin?
Bana bir soru sormak istiyor musun?,Bana bir şey sormak istedin mi?
Bu koltuk boş mu?,Boş yer var mı?
Doğruları mı söylüyorsun?,Samimi miydin?
O orada mı?,Orada mıdır?
Saat kaçta geliyorsun?,Nerede aramaya başlayacağız?
Cumartesi sinemaya gitmeye ne dersiniz?,Cumartesi günü sinemaya gidelim mi?
Biletleri nereden alacağımı bana söyleyebilir misiniz?,Nereden bir harita alabilirim?
Onlar ne zaman başlıyor?,Onlar hangi saatte başlıyorlar?
Niçin onu düşünüyorsun?,O fikri nasıl aldın?
Sorumlu kişi kimdir?,Sorumlu kişi kim?
Bunu tamir edebilir misin?,Onu onarabilir misin?
Ülkenizde hangi dili konuşuyorsunuz?,Ülkenizde hangi dil konuşuluyor?
Samimi miydin?,Sen dürüst müsün?
Niye benden istiyorsun?,Ve neden soruyorsun?
Biz neden pazar tenis oynamıyoruz?,Pazar günleri tenis oynamak ister misiniz?
O kimin hatası?,Suçlayacak kim var?
Size güvenebilir miyiz?,O güvenilir mi?
Hangisi senin fincanın?,Hangi plastik çanta seninki?
Neden yurtdışında okumak istiyorsunuz?,Neden yurtdışında okumak istiyorsun?
Bir fotoğrafını çekebilir miyim?,Resmini çekebilir miyim?
İlaca ihtiyacım var. Eczane nerede?,Bana ilaç gerekiyor. Eczane nerede?
Bir sürücü belgesine sahip misin?,Şoför ehliyetiniz var mı?
"Affedersiniz, bunun maliyeti nedir?","Affedersiniz, bu ne kadar?"
Bulmayı umduğun nedir?,Ne bulmayı umuyorsunuz?
Neden beni sevmiyorlar?,Neden beni sevmiyorsun?
Ne sıklıkta yurt dışına gidersin?,Yurtdışına ne kadar sıklıkla gidersiniz?
Ne zaman geri geleceksin?,Ne zaman gelirsin?
Soyadınız nasıl yazılıyor?,Aile adınızın yazılımı nasıl?
Neden kaktüslerin dikenleri olduğunu biliyor musun?,Kaktüslerin neden iğneleri olduğunu biliyor musunuz?
Bir fincan kahve ister misiniz?,Bir fincan kahve içmek ister misiniz?
Daha fazla ister misin?,Biraz daha ister misiniz?
Bunu kendin mi yaptın?,Onu kendin için mi yaptın?
Onları nerede dilimledin?,Onları nerede dilimlediniz?
Anahtar sana lazım mı?,Anahtarlara ihtiyacınız var mı?
Bu hayvanın ismi nedir?,O hayvanın adı ne?
Bugün nedir?,Biz hangi gündeyiz?
Senin en sevdiğin marka nedir?,Senin en sevdiğin grup hangisidir?
Bir fincan kahve alabilir miyim?,Çay ister misin?
Neden işini bıraktın?,Sen mesleğini neden terk ettin?
Biraz aşırı tepki verdiğini düşünmüyor musun?,Biraz aşırı tepki gösterdiğini düşünmüyor musun?
Bu kuralları koyan kim?,Bu kuralları kim koymuş?
Ne zaman gittin?,Saat kaçta çıkıyoruz?
İnsanlar neden onlardan korkarlar?,Neden insanlar onlardan korkuyor?
Tom'a ateş edildi mi?,Tom kovuldu mu?
Şimdi içeri gelmem için uygun mu?,Şimdi içeri gelmem sorun yaratır mı?
Bu saat ne kadar?,Bu saat kaç para?
Şehrimiz için o ne yapar?,"O, kentimiz için ne yapıyor?"
Sence o hala mesajlarımı okuyor mudur?,Onun hâlâ mesajlarımı okuduğunu düşünüyor musun?
Bana bir öneri yapmam için izin verir misin?,Bir şey önerebilir miyim?
Ne zaman başlar?,Nerede başlayalım?
Kendimizi neyin içine soktuk?,Kendimizi neye bulaştırdık?
Neden çalışmıyorsun?,Bu neden çalışmıyor?
Ne zaman ayrılıyorsunuz?,Ne zaman geleceksin?
Yaklaşık olarak kaç tane İngilizce kelime biliyorsun?,Kaç tane İngilizce sözcük biliyorsun?
Perilere inanıyor musunuz?,Ruhlara inanıyor musun?
Ne zaman geri geleceksin?,Nerede başlarım?
Artık neden bana bakmıyor?,Neden artık o bana bakmıyor?
Kimi destekliyorsun?,Hangi taraftasın?
Bana bıçağınızı ödünç verir misiniz?,Bıçağını bana ödünç verir misin?
Neden şimdi onu yapamıyoruz?,Onun neden şimdi yapamıyoruz?
Bunu inkar mı ediyorlar?,Bunu red mi ediyorlar?
Iyi bir kayakçı mısın?,İyi kayak yapabilir misin?
Uzmanlık alanın ne?,Sen nede iyisin?
Biz onun hakkında konuşabilir miyiz?,Biz bunun üzerine konuşabilir miyiz?
Nereden başlarız?,Ne zaman geri döndü?
Kim gönüllü?,Hiç gönüllü var mı?
Ev ödevini yaptın mı?,Sen görevlerini yaptın mı?
Kim başlamak ister?,Kim başlayacak?
O hâlâ orada mı?,O hâlâ burada mı?
Herhangi birini görebiliyor musun?,Herhangi birini görüyor musun?
Facebook'ta mısın?,Bir Facebook hesabınız var mı?
Favori meyve türün nedir?,En sevdiğin meyve hangisidir?
Ben birinci miyim?,Ben ilk miyim?
